age_i,naics_i,work_poi_i,age_j,naics_j,work_poi_j,contactlvl,num_people,num_contact_per_person_day,contact_time_min_per_person_day
3,44,2,4,62,0,hh,7385,.0106973592191935,6.418415546417236
3,44,2,4,62,0,neighbor,7385,.4433310723106842,14.45689804013819
3,44,2,4,62,0,restaurants,7385,.034258633852005,.9797535538673401
3,44,2,4,62,0,retail,7385,.1000677027332131,2.773247799370438
3,44,2,4,62,0,services,7385,.0079891671193764,.209523648256436
3,44,2,4,62,0,work-retail,7385,.3757616877555847,13.14186191558838
3,44,2,4,62,3,entertainment,7385,.0079891672357917,.1681101471185684
3,44,2,4,62,3,hh,7385,.0024373731575906,1.462423920631409
3,44,2,4,62,3,neighbor,7385,.025998646277003,.7379050767049193
3,44,2,4,62,3,restaurants,7385,.0090724444016814,.2684466540813446
3,44,2,4,62,3,retail,7385,.0292484759120271,.8238949719816446
3,44,2,4,62,3,services,7385,.0648612043587491,2.43802317767404
3,44,2,4,62,3,work-retail,7385,.100338526070118,3.947893381118774
3,44,2,4,71,0,entertainment,7385,.0006770480540581,.0281697120517492
3,44,2,4,71,0,neighbor,7385,.0039268787368201,.0881677027791739
3,44,2,4,71,0,restaurants,7385,.0009478672873229,.0599074698984623
3,44,2,4,71,0,retail,7385,.0036560595035553,.1068366169929504
3,44,2,4,71,0,services,7385,.0001354096166324,.0018709094729275
3,44,2,4,71,0,work-retail,7385,.014488828368485,.668119490146637
3,44,2,4,71,4,entertainment,7385,.0579553134739399,2.336795806884766
3,44,2,4,71,4,hh,7385,.0004062288498972,.2437373101711273
3,44,2,4,71,4,neighbor,7385,.0092078537854832,.3699198821559548
3,44,2,4,71,4,restaurants,7385,.0027081922162324,.1076631844043732
3,44,2,4,71,4,retail,7385,.0134055521339178,.456790566444397
3,44,2,4,71,4,services,7385,.0014895057829563,.0408440534956753
3,44,2,4,71,4,work-retail,7385,.0622884221374989,2.890243291854858
3,44,2,4,72,0,entertainment,7385,.0018957345746458,.0561475940048695
3,44,2,4,72,0,hh,7385,.0005416384665295,.3249830901622772
3,44,2,4,72,0,neighbor,7385,.0048747460823506,.1353256829315796
3,44,2,4,72,0,restaurants,7385,.0014895057538524,.0461859628558159
3,44,2,4,72,0,retail,7385,.0036560595035553,.0954606533050537
3,44,2,4,72,0,services,7385,.0009478672873229,.0464026182889938
3,44,2,4,72,0,work-retail,7385,.0272173322737217,1.236561417579651
3,44,2,4,72,1,entertainment,7385,.0064996615983546,.1787430495023727
3,44,2,4,72,1,hh,7385,.0028436018619686,1.706161141395569
3,44,2,4,72,1,neighbor,7385,.0189573463867418,.5642757108435035
3,44,2,4,72,1,restaurants,7385,.0431956676475238,1.935355481225997
3,44,2,4,72,1,retail,7385,.0219363569631241,.740210116840899
3,44,2,4,72,1,services,7385,.0024373731284868,.0594357985537499
3,44,2,4,72,1,work-retail,7385,.1318889707326889,7.497513294219971
3,44,2,4,92,0,entertainment,7385,.0184157080948353,.4543672204017639
3,44,2,4,92,0,hh,7385,.0014895057538524,.8937034606933594
3,44,2,4,92,0,neighbor,7385,.089641163154738,2.665751381893642
3,44,2,4,92,0,restaurants,7385,.0241029113531113,.8140026926994324
3,44,2,4,92,0,retail,7385,.0779959388601128,2.098810737166787
3,44,2,4,92,0,services,7385,.007176709594205,.340284880483523
3,44,2,4,92,0,work-retail,7385,.339607298374176,13.15033435821533
3,44,2,5,0,0,entertainment,7385,.7880839705467224,25.03116798400879
3,44,2,5,0,0,hh,7385,.0714962780475616,42.89776611328125
3,44,2,5,0,0,neighbor,7385,2.180501028429717,68.46140120923519
3,44,2,5,0,0,restaurants,7385,.7355450502363965,25.69257827592082
3,44,2,5,0,0,retail,7385,2.599322964204475,81.63540509715676
3,44,2,5,0,0,services,7385,.1953960784012452,6.689013700932264
3,44,2,5,0,0,work-retail,7385,7.622207164764404,554.2138671875
3,44,2,6,0,0,entertainment,7385,.483276903629303,15.18896865844727
3,44,2,6,0,0,hh,7385,.041299931704998,24.77995872497559
3,44,2,6,0,0,neighbor,7385,1.329586972133256,42.47294001281261
3,44,2,6,0,0,restaurants,7385,.4949221368297003,16.73415130050307
3,44,2,6,0,0,retail,7385,1.616790814587148,51.08996922150254
3,44,2,6,0,0,services,7385,.1155044015031308,3.621210638433695
3,44,2,6,0,0,work-retail,7385,4.433716773986816,305.0390930175781
3,48,0,1,0,0,entertainment,8821,.0219929721206427,.7389212250709534
3,48,0,1,0,0,hh,8821,.374220609664917,224.5323638916016
3,48,0,1,0,0,neighbor,8821,.1064505166723393,3.452612578868866
3,48,0,1,0,0,restaurants,8821,.0202924832701683,.7556427717208862
3,48,0,1,0,0,retail,8821,.0855912061379058,2.754049222916365
3,48,0,1,0,0,services,8821,.0097494613655726,.3110038070008159
3,48,0,1,11,0,neighbor,8821,.0001133658297476,.0048369420692325
3,48,0,1,11,0,retail,8821,.0001133658297476,.0007841136539355
3,48,0,1,44,0,entertainment,8821,.0002267316594953,.000984393293038
3,48,0,1,44,0,neighbor,8821,.0022673166822642,.0593218207359314
3,48,0,1,44,0,restaurants,8821,.0001133658297476,.008421191945672
3,48,0,1,44,0,retail,8821,.0002267316594953,.0011034274939448
3,48,0,1,44,2,entertainment,8821,.0002267316594953,.0007746664923616
3,48,0,1,44,2,neighbor,8821,.0007935608155094,.0222593806684017
3,48,0,1,44,2,restaurants,8821,.0001133658297476,.0006877526757307
3,48,0,1,44,2,retail,8821,.0023806823883206,.0486974865198135
3,48,0,1,44,2,services,8821,.0001133658297476,.0003722177934833
3,48,0,1,48,0,work,8821,.0013603899860755,.3241108655929565
3,48,0,1,53,0,neighbor,8821,.0001133658297476,.0122283948585391
3,48,0,1,53,2,retail,8821,.0001133658297476,.0047235763631761
3,48,0,1,54,0,restaurants,8821,.0001133658297476,.0011072062188759
3,48,0,1,56,0,neighbor,8821,.0001133658297476,.0006197331822477
3,48,0,1,56,0,retail,8821,.0001133658297476,.0020500321406871
3,48,0,1,61,0,neighbor,8821,.0001133658297476,.0035540189128369
3,48,0,1,61,0,retail,8821,.0004534633189905,.0127095691859722
3,48,0,1,62,0,neighbor,8821,.0001133658297476,.0055624833330512
3,48,0,1,62,0,retail,8821,.0003400974965189,.0009088160586543
3,48,0,1,71,0,entertainment,8821,.0003400974965189,.0188470706343651
3,48,0,1,71,0,hh,8821,.0003400974965189,.2040584981441498
3,48,0,1,71,0,retail,8821,.0004534633189905,.0231618992984295
3,48,0,1,71,4,entertainment,8821,.0010202925186604,.028014587238431
3,48,0,1,71,4,hh,8821,.0040811700746417,2.448702096939087
3,48,0,1,71,4,neighbor,8821,.0005668291705661,.0057646525092423
3,48,0,1,71,4,retail,8821,.0001133658297476,.0010505233658478
3,48,0,1,72,0,entertainment,8821,.0002267316594953,.0010448549874127
3,48,0,1,72,0,hh,8821,.0001133658297476,.0680194944143295
3,48,0,1,72,0,neighbor,8821,.001473755830375,.0457015475258231
3,48,0,1,72,1,entertainment,8821,.0010202925186604,.0453671179711819
3,48,0,1,72,1,hh,8821,.0006801949930377,.4081169962882996
3,48,0,1,72,1,neighbor,8821,.0011336583120283,.0178003255277872
3,48,0,1,72,1,restaurants,8821,.0036277065519243,.1412065923213959
3,48,0,1,72,1,retail,8821,.0014737558085471,.0317471548914909
3,48,0,1,72,1,services,8821,.0003400974892429,.0022881002223585
3,48,0,1,92,0,hh,8821,.0044212676584721,2.65276050567627
3,48,0,2,0,0,entertainment,8821,1.684276170330122,51.89903677254915
3,48,0,2,0,0,hh,8821,.4426935613155365,265.6161499023438
3,48,0,2,0,0,neighbor,8821,6.822242338210344,217.9398416280746
3,48,0,2,0,0,restaurants,8821,1.696292983368039,56.32796278968453
3,48,0,2,0,0,retail,8821,5.473529189825058,167.7518786862493
3,48,0,2,0,0,services,8821,.602879487152677,18.40789635572582
3,48,0,2,11,0,entertainment,8821,.0241469219326973,.8547248244285583
3,48,0,2,11,0,hh,8821,.0187053624540567,11.22321701049805
3,48,0,2,11,0,neighbor,8821,.0905792966368608,2.600541594438255
3,48,0,2,11,0,restaurants,8821,.0192721911080298,.5946863822173327
3,48,0,2,11,0,retail,8821,.0611041845113505,1.981781175360084
3,48,0,2,11,0,services,8821,.0070286816771841,.1564729986712337
3,48,0,2,21,0,entertainment,8821,.0028341456782073,.1068265065550804
3,48,0,2,21,0,hh,8821,.0061217551119626,3.673053026199341
3,48,0,2,21,0,neighbor,8821,.0103162904997589,.3003994589671493
3,48,0,2,21,0,restaurants,8821,.0031742432620376,.1195346713066101
3,48,0,2,21,0,retail,8821,.0108831195466337,.2715479948092252
3,48,0,2,21,0,services,8821,.0006801949930377,.006340928375721
3,48,0,2,22,0,entertainment,8821,.0204058494418859,.7228944301605225
3,48,0,2,22,0,hh,8821,.0013603899860755,.8162339925765991
3,48,0,2,22,0,neighbor,8821,.0853644702656311,2.378400873785722
3,48,0,2,22,0,restaurants,8821,.0182518996298313,.5694339275360107
3,48,0,2,22,0,retail,8821,.0671125733279041,2.13832450658083
3,48,0,2,22,0,services,8821,.0074821447924478,.1939015933312476
3,48,0,2,23,0,entertainment,8821,.1135925650596619,3.070093870162964
3,48,0,2,23,0,hh,8821,.0156444851309061,9.386691093444824
3,48,0,2,23,0,neighbor,8821,.5167214672546834,15.95676720887423
3,48,0,2,23,0,restaurants,8821,.120394516052329,3.987814478517976
3,48,0,2,23,0,retail,8821,.3914522143968497,11.00507699954323
3,48,0,2,23,0,services,8821,.0425121853040764,1.246349839959294
3,48,0,2,31,0,entertainment,8821,.0970411502130446,2.672320124926046
3,48,0,2,31,0,hh,8821,.0082757053896785,4.965423107147217
3,48,0,2,31,0,neighbor,8821,.434531238861382,13.95116770267487
3,48,0,2,31,0,restaurants,8821,.1037297353759641,3.385339969547204
3,48,0,2,31,0,retail,8821,.3650379778118804,10.52868938306347
3,48,0,2,31,0,services,8821,.0358236022584606,.9694681861437857
3,48,0,2,42,0,entertainment,8821,.0462532602250576,1.227619409561157
3,48,0,2,42,0,hh,8821,.0128103392198682,7.686203479766846
3,48,0,2,42,0,neighbor,8821,.1957827945007011,6.091053551062942
3,48,0,2,42,0,restaurants,8821,.042285455048841,1.448132550056471
3,48,0,2,42,0,retail,8821,.1423874873216846,4.521189458784647
3,48,0,2,42,0,services,8821,.0138306317603565,.3435522289946675
3,48,0,2,42,2,entertainment,8821,.0026074140332639,.0355003364384174
3,48,0,2,42,2,hh,8821,.0003400974965189,.2040584981441498
3,48,0,2,42,2,neighbor,8821,.0112232175160898,.3800499895587564
3,48,0,2,42,2,restaurants,8821,.0038544381968677,.1976166367530823
3,48,0,2,42,2,retail,8821,.0244870204478502,.5597721338272095
3,48,0,2,42,2,services,8821,.0001133658297476,.0003117560409009
3,48,0,2,44,0,entertainment,8821,.1287835814364371,3.709412590134889
3,48,0,2,44,0,hh,8821,.0418319925665855,25.09919548034668
3,48,0,2,44,0,neighbor,8821,2.399501198669896,90.12310682982206
3,48,0,2,44,0,restaurants,8821,.1174470015175757,3.752853756595869
3,48,0,2,44,0,retail,8821,.4018818593467586,11.68718675663695
3,48,0,2,44,0,services,8821,.0443260415413533,1.161782434210181
3,48,0,2,44,2,entertainment,8821,.1148395844793413,3.371251236647367
3,48,0,2,44,2,hh,8821,.039337944239378,23.6027660369873
3,48,0,2,44,2,neighbor,8821,.4254619751591235,12.23886006139219
3,48,0,2,44,2,restaurants,8821,.1057703205442522,3.468603565590456
3,48,0,2,44,2,retail,8821,1.730982881505042,66.04723074287176
3,48,0,2,44,2,services,8821,.0362770665669814,1.225843533873558
3,48,0,2,48,0,entertainment,8821,.070740282535553,1.864174365997314
3,48,0,2,48,0,hh,8821,.0725541338324547,43.5324821472168
3,48,0,2,48,0,neighbor,8821,.3192381917615421,10.24368864111602
3,48,0,2,48,0,restaurants,8821,.0694932573533151,1.993063805974089
3,48,0,2,48,0,retail,8821,.2170955699621118,6.216049383103382
3,48,0,2,48,0,services,8821,.0278879950710689,.7078233037755126
3,48,0,2,48,0,work,8821,14.18353939056396,3219.08251953125
3,48,0,2,51,0,entertainment,8821,.029588482932013,.9541856024879962
3,48,0,2,51,0,hh,8821,.0072554131038487,4.35324764251709
3,48,0,2,51,0,neighbor,8821,.1325246580236126,4.70909750694409
3,48,0,2,51,0,restaurants,8821,.0342364825919503,1.115055494243279
3,48,0,2,51,0,retail,8821,.1058836841693847,3.008813637890853
3,48,0,2,51,0,services,8821,.0113365832730778,.343808350900872
3,48,0,2,51,3,entertainment,8821,.0041945357806981,.0823080539703369
3,48,0,2,51,3,hh,8821,.0006801949930377,.4081169962882996
3,48,0,2,51,3,neighbor,8821,.0189320937934099,.5961642889305949
3,48,0,2,51,3,restaurants,8821,.0038544381968677,.1001624912023544
3,48,0,2,51,3,retail,8821,.0114499488845468,.2842754423618317
3,48,0,2,51,3,services,8821,.0115633151144721,.2502210829406977
3,48,0,2,51,4,entertainment,8821,.0536220371723175,2.049175500869751
3,48,0,2,51,4,hh,8821,.0011336583411321,.6801950335502625
3,48,0,2,51,4,neighbor,8821,.0218796056433348,.8045134809217416
3,48,0,2,51,4,restaurants,8821,.0056682913564146,.1801841855049133
3,48,0,2,51,4,retail,8821,.018932094455522,.4774134864783264
3,48,0,2,51,4,services,8821,.0024940482326201,.1150682114530355
3,48,0,2,52,0,entertainment,8821,.0819634944200516,2.470751047134399
3,48,0,2,52,0,hh,8821,.0164380464702845,9.862828254699707
3,48,0,2,52,0,neighbor,8821,.4466613695258275,15.40852359309793
3,48,0,2,52,0,restaurants,8821,.0731209643490729,2.03322111396119
3,48,0,2,52,0,retail,8821,.2611948749399744,7.174001331906766
3,48,0,2,52,0,services,8821,.0267543369045598,.8210548856295645
3,48,0,2,52,3,entertainment,8821,.0250538494437933,.8608774542808533
3,48,0,2,52,3,hh,8821,.0030608775559813,1.83652651309967
3,48,0,2,52,3,neighbor,8821,.0828704246378038,2.439294685609639
3,48,0,2,52,3,restaurants,8821,.0208593137867865,.5464593606884591
3,48,0,2,52,3,retail,8821,.0728942291170824,1.961308130412363
3,48,0,2,52,3,services,8821,.105770322123135,1.76013654191047
3,48,0,2,53,0,entertainment,8821,.0226731669463334,.5678494363091886
3,48,0,2,53,0,hh,8821,.0032876092009246,1.972565531730652
3,48,0,2,53,0,neighbor,8821,.092393151287979,2.768757252953947
3,48,0,2,53,0,restaurants,8821,.0215395074337721,.6403923034667969
3,48,0,2,53,0,retail,8821,.0702868120715721,2.082889959216118
3,48,0,2,53,0,services,8821,.006461852171924,.1568598039448261
3,48,0,2,53,2,entertainment,8821,.0088425353169441,.2111446261405945
3,48,0,2,53,2,hh,8821,.0017004874534905,1.020292520523071
3,48,0,2,53,2,neighbor,8821,.0499943320319289,1.549101907294244
3,48,0,2,53,2,restaurants,8821,.011109851548099,.30694980356202
3,48,0,2,53,2,retail,8821,.4543702602386475,14.383620262146
3,48,0,2,53,2,services,8821,.0031742433857289,.1208045221865177
3,48,0,2,53,3,entertainment,8821,.0051014623604715,.1504409611225128
3,48,0,2,53,3,hh,8821,.0002267316594953,.1360389888286591
3,48,0,2,53,3,neighbor,8821,.0162113137412234,.5658426554873586
3,48,0,2,53,3,restaurants,8821,.0041945357806981,.1241109669208527
3,48,0,2,53,3,retail,8821,.0109964860603213,.2834455072879791
3,48,0,2,53,3,services,8821,.0058950233069481,.6219737608917058
3,48,0,2,54,0,entertainment,8821,.0993084692454431,2.911485716700554
3,48,0,2,54,0,hh,8821,.013603899627924,8.16234016418457
3,48,0,2,54,0,neighbor,8821,.3507538863923401,10.64381929300725
3,48,0,2,54,0,restaurants,8821,.0906926647439832,2.684290926903486
3,48,0,2,54,0,retail,8821,.3094887281113188,8.493571457453072
3,48,0,2,54,0,services,8821,.0255073126245406,.7357817120209802
3,48,0,2,54,3,entertainment,8821,.0361636988818645,1.047733187675476
3,48,0,2,54,3,hh,8821,.0066885841079056,4.013150691986084
3,48,0,2,54,3,neighbor,8821,.1261761698988266,3.78789796307683
3,48,0,2,54,3,restaurants,8821,.035483505576849,1.128275990486145
3,48,0,2,54,3,retail,8821,.1101915861509042,3.139548264443874
3,48,0,2,54,3,services,8821,.1414805596286897,7.624614914879203
3,48,0,2,55,0,entertainment,8821,.0014737558085471,.0094093643128872
3,48,0,2,55,0,neighbor,8821,.0078222422525869,.2240904082136694
3,48,0,2,55,0,restaurants,8821,.0036277066756156,.1046026560361497
3,48,0,2,55,0,retail,8821,.0075955106876791,.2518729865550995
3,48,0,2,55,0,services,8821,.0010202924677287,.0279484558850527
3,48,0,2,56,0,entertainment,8821,.0846842781320447,2.329069934552535
3,48,0,2,56,0,hh,8821,.010202924720943,6.12175464630127
3,48,0,2,56,0,neighbor,8821,.3632241189770866,10.69602802395821
3,48,0,2,56,0,restaurants,8821,.0879718849100755,3.059906788927037
3,48,0,2,56,0,retail,8821,.2805804390300182,7.686608714109752
3,48,0,2,56,0,services,8821,.0320825297458214,1.044846624834463
3,48,0,2,61,0,entertainment,8821,.1701621198153589,4.790894452948123
3,48,0,2,61,0,hh,8821,.0299285799264908,17.9571475982666
3,48,0,2,61,0,neighbor,8821,.6249858167720959,19.42701513320208
3,48,0,2,61,0,restaurants,8821,.1643804599298164,5.663776656612754
3,48,0,2,61,0,retail,8821,.4828250795835629,12.7293932561297
3,48,0,2,61,0,services,8821,.0555492575513199,1.653026761487126
3,48,0,2,62,0,entertainment,8821,.2181158639796195,6.544601355330087
3,48,0,2,62,0,hh,8821,.0488606728613377,29.31640434265137
3,48,0,2,62,0,neighbor,8821,2.493934962432832,115.0130121186376
3,48,0,2,62,0,restaurants,8821,.2076862090252689,6.447503289731685
3,48,0,2,62,0,retail,8821,.692325159558095,19.24595025461167
3,48,0,2,62,0,services,8821,.0675660361375776,1.977931622415781
3,48,0,2,62,3,entertainment,8821,.0655254476077971,1.910882589640096
3,48,0,2,62,3,hh,8821,.0138306310400367,8.298378944396973
3,48,0,2,62,3,neighbor,8821,.2474776079761796,7.263379734009504
3,48,0,2,62,3,restaurants,8821,.0645051554456586,1.951068424154073
3,48,0,2,62,3,retail,8821,.2048520501557505,5.948173235170543
3,48,0,2,62,3,services,8821,.5174016448145267,16.48512948630378
3,48,0,2,71,0,entertainment,8821,.011223217130464,.3118079788982868
3,48,0,2,71,0,hh,8821,.0017004874534905,1.020292520523071
3,48,0,2,71,0,neighbor,8821,.0732343261624919,4.681495210155845
3,48,0,2,71,0,restaurants,8821,.0087291691452265,.4725733697414398
3,48,0,2,71,0,retail,8821,.0270944330841303,.7164002060890198
3,48,0,2,71,0,services,8821,.0039678041721345,.1138193001970649
3,48,0,2,71,4,entertainment,8821,.522503137588501,20.95608901977539
3,48,0,2,71,4,hh,8821,.006801949813962,4.081170082092285
3,48,0,2,71,4,neighbor,8821,.1461285544501152,4.548957692459226
3,48,0,2,71,4,restaurants,8821,.040471600026649,1.380630072555505
3,48,0,2,71,4,retail,8821,.1148395853088005,2.812241105828434
3,48,0,2,71,4,services,8821,.0141707290968043,.4291535696247593
3,48,0,2,72,0,entertainment,8821,.0301553104072809,.9032411575317383
3,48,0,2,72,0,hh,8821,.0181385334581137,10.8831205368042
3,48,0,2,72,0,neighbor,8821,.1402335349703208,4.3419374153018
3,48,0,2,72,0,restaurants,8821,.0359369695797795,1.26659321191255
3,48,0,2,72,0,retail,8821,.0982881726667983,2.663643650012091
3,48,0,2,72,0,services,8821,.0111098519046209,.3285793902468868
3,48,0,2,72,1,entertainment,8821,.1174470037221909,3.456282377243042
3,48,0,2,72,1,hh,8821,.0560027211904526,33.60163116455078
3,48,0,2,72,1,neighbor,8821,.5071987248957157,15.86256243288517
3,48,0,2,72,1,restaurants,8821,.7508219173178077,30.46767385490239
3,48,0,2,72,1,retail,8821,.3854438134003431,11.04251688858494
3,48,0,2,72,1,services,8821,.0431923804062535,1.396004999056458
3,48,0,2,92,0,entertainment,8821,.1779843502736185,5.279372084420174
3,48,0,2,92,0,hh,8821,.0251672137528658,15.10032844543457
3,48,0,2,92,0,neighbor,8821,.6682915853452869,20.55994619242847
3,48,0,2,92,0,restaurants,8821,.1791180135041941,5.550443387124687
3,48,0,2,92,0,retail,8821,.5440426272107288,15.53363198600709
3,48,0,2,92,0,services,8821,.0580433039285708,1.716563976835459
3,48,0,3,0,0,entertainment,8821,.4734157169586979,14.51685683988035
3,48,0,3,0,0,hh,8821,.1578052341938019,94.68314361572266
3,48,0,3,0,0,neighbor,8821,1.980727779679,60.49699600040913
3,48,0,3,0,0,restaurants,8821,.5220496522379108,16.77289114554878
3,48,0,3,0,0,retail,8821,1.664210368588101,50.23084028437734
3,48,0,3,0,0,services,8821,.1610928445734316,4.733999307500198
3,48,0,3,11,0,entertainment,8821,.007028681691736,.1979178488254547
3,48,0,3,11,0,neighbor,8821,.0316290660412051,.7570389732718468
3,48,0,3,11,0,restaurants,8821,.0049880966544151,.1813132464885712
3,48,0,3,11,0,retail,8821,.0208593122661114,.6376271843910217
3,48,0,3,11,0,services,8821,.0013603900151793,.0435655452311039
3,48,0,3,21,0,entertainment,8821,.0002267316594953,.0138325206935406
3,48,0,3,21,0,neighbor,8821,.0022673165949527,.0546404398046434
3,48,0,3,21,0,restaurants,8821,.0006801949930377,.0089634591713548
3,48,0,3,21,0,retail,8821,.0012470241636038,.0353399068117142
3,48,0,3,22,0,entertainment,8821,.0054415599443018,.1666572242975235
3,48,0,3,22,0,neighbor,8821,.0342364816606278,1.212872362695634
3,48,0,3,22,0,restaurants,8821,.0090692667290568,.2647111117839813
3,48,0,3,22,0,retail,8821,.0308355070956168,.9740976190223591
3,48,0,3,22,0,services,8821,.0034009750452242,.0793466357281432
3,48,0,3,23,0,entertainment,8821,.0345765799283981,.9117500782012939
3,48,0,3,23,0,hh,8821,.0111098513007164,6.665910720825195
3,48,0,3,23,0,neighbor,8821,.1701621084939688,5.481462182477117
3,48,0,3,23,0,restaurants,8821,.036050333888852,1.020565110084135
3,48,0,3,23,0,retail,8821,.1220950026981882,3.294726496678777
3,48,0,3,23,0,services,8821,.0120167781424243,.2746827541850507
3,48,0,3,31,0,entertainment,8821,.0404716022312641,1.107197284698486
3,48,0,3,31,0,hh,8821,.014057363383472,8.434417724609375
3,48,0,3,31,0,neighbor,8821,.154857725778129,4.594656309112906
3,48,0,3,31,0,restaurants,8821,.0409250669181347,1.388502240180969
3,48,0,3,31,0,retail,8821,.1353587988996878,3.749846547842026
3,48,0,3,31,0,services,8821,.012696973310085,.3038763490039855
3,48,0,3,42,0,entertainment,8821,.013603899627924,.4336175322532654
3,48,0,3,42,0,hh,8821,.0022673166822642,1.360390067100525
3,48,0,3,42,0,neighbor,8821,.0786758885078598,2.644707362167537
3,48,0,3,42,0,restaurants,8821,.0162113141268492,.5656465888023376
3,48,0,3,42,0,retail,8821,.0548690640353016,1.632246539957123
3,48,0,3,42,0,services,8821,.0060083892240073,.1558553521172144
3,48,0,3,42,2,entertainment,8821,.0010202925186604,.0242942981421947
3,48,0,3,42,2,hh,8821,.0001133658297476,.0680194944143295
3,48,0,3,42,2,neighbor,8821,.0029475115370587,.0701142143225297
3,48,0,3,42,2,restaurants,8821,.0003400974965189,.0072705284692347
3,48,0,3,42,2,retail,8821,.0104296561330557,.4934154152870178
3,48,0,3,42,2,services,8821,.0007935608155094,.0460359752178192
3,48,0,3,44,0,entertainment,8821,.0290216524153948,.9553120136260986
3,48,0,3,44,0,hh,8821,.0099761933088303,5.985715866088867
3,48,0,3,44,0,neighbor,8821,.549937673858949,20.63681479683146
3,48,0,3,44,0,restaurants,8821,.0231266301125288,.7709612846374512
3,48,0,3,44,0,retail,8821,.0920530588045949,2.579537905054167
3,48,0,3,44,0,services,8821,.0064618523101672,.1895319383474998
3,48,0,3,44,2,entertainment,8821,.0205192156136036,.5027735233306885
3,48,0,3,44,2,hh,8821,.0097494618967175,5.849677085876465
3,48,0,3,44,2,neighbor,8821,.0764085727278143,2.255974160507321
3,48,0,3,44,2,restaurants,8821,.0221063364297152,.7338377833366394
3,48,0,3,44,2,retail,8821,.4296564895485062,16.80700423475355
3,48,0,3,44,2,services,8821,.0054415600243374,.1064410770777613
3,48,0,3,48,0,entertainment,8821,.0250538491018233,.8341391495196149
3,48,0,3,48,0,hh,8821,.0578165724873543,34.68994522094727
3,48,0,3,48,0,neighbor,8821,.1126856349001173,3.781785603612661
3,48,0,3,48,0,restaurants,8821,.0281147267669439,.926048755645752
3,48,0,3,48,0,retail,8821,.0874050574348075,2.212964981561527
3,48,0,3,48,0,services,8821,.0054415597551269,.1012923679081723
3,48,0,3,48,0,work,8821,6.064165115356445,1406.410034179688
3,48,0,3,51,0,entertainment,8821,.0075955106876791,.2651427984237671
3,48,0,3,51,0,hh,8821,.0015871216310188,.9522729516029358
3,48,0,3,51,0,neighbor,8821,.0284548242416349,.8375461269170046
3,48,0,3,51,0,restaurants,8821,.0090692667290568,.3371273279190063
3,48,0,3,51,0,retail,8821,.025734044611454,.6622505187988281
3,48,0,3,51,0,services,8821,.0023806825120118,.0961961355060339
3,48,0,3,51,3,entertainment,8821,.0018138532759622,.0743490904569626
3,48,0,3,51,3,hh,8821,.0001133658297476,.0680194944143295
3,48,0,3,51,3,neighbor,8821,.0069153156364337,.2478397507220507
3,48,0,3,51,3,restaurants,8821,.0006801949930377,.0223670806735754
3,48,0,3,51,3,retail,8821,.0021539507433772,.0670776143670082
3,48,0,3,51,3,services,8821,.0036277066974435,.0862184967845678
3,48,0,3,51,4,entertainment,8821,.0192721914499998,.7886456251144409
3,48,0,3,51,4,hh,8821,.0003400974965189,.2040584981441498
3,48,0,3,51,4,neighbor,8821,.0048747306864243,.1376960321795195
3,48,0,3,51,4,restaurants,8821,.0018138532759622,.0620885789394379
3,48,0,3,51,4,retail,8821,.0044212676584721,.1010976657271385
3,48,0,3,51,4,services,8821,.0004534633189905,.02297736518085
3,48,0,3,52,0,entertainment,8821,.0256206784397364,.7333055138587952
3,48,0,3,52,0,hh,8821,.010769753716886,6.461852073669434
3,48,0,3,52,0,neighbor,8821,.1504364602151327,5.133022060152143
3,48,0,3,52,0,restaurants,8821,.0289082874223823,.959413108183071
3,48,0,3,52,0,retail,8821,.0811699339174083,2.106236720108427
3,48,0,3,52,0,services,8821,.0079356082060258,.2058481280691922
3,48,0,3,52,3,entertainment,8821,.0048747309483588,.1277798563241959
3,48,0,3,52,3,hh,8821,.0036277065519243,2.176623821258545
3,48,0,3,52,3,neighbor,8821,.0204058496892685,.6135327519732527
3,48,0,3,52,3,restaurants,8821,.0056682913564146,.2070853561162949
3,48,0,3,52,3,retail,8821,.0211994097553543,.5404132487601601
3,48,0,3,52,3,services,8821,.0423988224938512,.7213203012943268
3,48,0,3,53,0,entertainment,8821,.010202924720943,.281369537115097
3,48,0,3,53,0,hh,8821,.0104296561330557,6.25779390335083
3,48,0,3,53,0,neighbor,8821,.0376374565603328,1.091290091753763
3,48,0,3,53,0,restaurants,8821,.0079356083952007,.2010920599568635
3,48,0,3,53,0,retail,8821,.0389978469029302,1.036115085473284
3,48,0,3,53,0,services,8821,.0035143408604199,.0789687567157671
3,48,0,3,53,2,entertainment,8821,.0049880966544151,.1703888475894928
3,48,0,3,53,2,hh,8821,.0040811700746417,2.448702096939087
3,48,0,3,53,2,neighbor,8821,.0208593125717016,.7261398786213249
3,48,0,3,53,2,restaurants,8821,.0043079014867544,.1339511722326279
3,48,0,3,53,2,retail,8821,.2056456208229065,6.475834846496582
3,48,0,3,53,2,services,8821,.0014737558230991,.0244775718383607
3,48,0,3,53,3,entertainment,8821,.0006801949930377,.0133393788710237
3,48,0,3,53,3,hh,8821,.0019272190984339,1.156331419944763
3,48,0,3,53,3,neighbor,8821,.0052148281902191,.2707265056669712
3,48,0,3,53,3,restaurants,8821,.0007935608155094,.0269886273890734
3,48,0,3,53,3,retail,8821,.0039678039029241,.0902755558490753
