"Policy1","Policy2","Policy3","Policy4","MSA","BaselineAdjDeaths","BaselineAdjEmpDays","Deaths","Case","EmpDaysLost","Population","Death5_17","Death18_49","Death50_59","Death60_69","Death70_79","Death80","Case5_17","Case18_49","Case50_59","Case60_69","Case70_79","Case80"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N2-E1-M1","1600","-0.121025258055951","-0.241541809475598","6313.37887151791","714007.673219937","164191061.536263","7948739.042392","4.6641986116301","835.44053411146","1304.5081435976","3202.7482880468","487.35682569457","478.660881455848","34368.6122088717","450040.587306464","139862.909562762","74637.3569109946","9337.41481066434","5760.7924201803"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N2-E1-M1","1600","-0.109124691164114","-0.202177305544457","6398.85662643933","751065.164602418","119571735.535602","7948739.042392","4.6921093845714","857.694925763091","1338.47125764219","3213.54249975954","496.555949643889","487.899884246042","34920.3700986411","476930.683987505","148097.264334781","75290.8876062217","9783.8200607037","6042.13851456644"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N2-E1-M1","1600","-0.115398464093834","-0.222049618752388","6353.79423321106","732357.496477321","141847487.179914","7948739.042392","4.67824840398583","847.135937154853","1320.77788413481","3207.34279374135","491.299090905443","482.560278870618","34638.5317468491","463798.45176822","143623.133515753","74903.1050869081","9520.1317702298","5874.1425893607"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N2-E1-M1","1600","-0.0703474668224739","-0.0468989938631611","6677.38033954757","897243.170734077","121116758.463833","7948739.042392","4.77738411372718","942.331664505431","1461.43138183354","3239.70544342663","519.135021548429","509.999444119817","36799.2837461017","585543.674451557","180086.559916279","77035.0038945525","10992.7830618906","6785.86566369547"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N2-E1-M1","1600","-0.12028298806917","-0.229575212918114","6318.71034627808","725272.950424556","164199038.1555","7948739.042392","5.2313506755544","836.936218503412","1304.95005847984","3203.8768807295","488.26298249574","479.452855394031","43656.4301356351","451762.224957513","139984.840098423","74704.5681282656","9380.51641241631","5784.37069230274"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N2-E1-M1","1600","-0.10818306333588","-0.188749315172638","6405.62002128098","763706.188565484","119595925.901677","7948739.042392","5.27686613120554","859.69799311737","1339.34476821861","3214.84803682709","497.611832051506","488.840524935196","44639.6106033328","479438.067215957","148349.36462322","75371.6098583245","9836.10796516398","6071.42829948467"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N2-E1-M1","1600","-0.114544931183593","-0.209288400614205","6359.9248719934","744370.825338594","141863236.480066","7948739.042392","5.25469079604003","848.916461558572","1321.47960831588","3208.56365065628","492.282311196167","483.428149470458","44150.0754659867","465951.6359257","143823.348305149","74977.2717162503","9567.89752295594","5900.59640255243"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N2-E1-M1","1600","-0.0689841097032126","-0.0298502871943264","6687.17287353102","913292.713783519","121156510.097222","7948739.042392","5.40307720698541","945.521647911206","1463.18513225907","3241.36058110218","520.479207324857","511.223227726721","47630.271317829","590003.438914848","180623.479636764","77144.4930965783","11064.1430336557","6826.88778384398"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N2-E1-M1","1600","-0.112990572134094","0.10200292750071","6371.08930836862","1037418.48394084","164254183.478014","7948739.042392","17.1990758270637","846.817092144656","1309.3393069055","3214.20757287012","496.983893605234","486.542367016044","335360.680774943","468793.107630428","141658.034952106","75559.4677830573","9966.14539633237","6081.04740397717"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N2-E1-M1","1600","-0.0998025013418193","0.152027851091485","6465.8147692071","1084511.62597858","119769249.558033","7948739.042392","17.3630263068742","872.087857942657","1346.93174969205","3225.91568667422","506.963317390179","496.553131201112","339058.296996458","501057.662658566","151247.855328378","76288.4766080142","10464.6297850678","6394.70460210044"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N2-E1-M1","1600","-0.106569008864967","0.128147174625775","6417.21322971789","1062030.51040594","141978691.78106","7948739.042392","17.2908208933018","860.413862496418","1327.98123279914","3219.31049423368","501.354822599841","490.861996695508","337443.640417631","486006.13602668","146322.958402411","75867.7420106509","10177.8296777402","6212.20387082502"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N2-E1-M1","1600","-0.0584662536540561","0.329899803570611","6762.71908320656","1251959.14056459","121410167.340291","7948739.042392","17.7110433029122","963.442422579045","1476.71982089163","3253.80723626173","530.978297419607","520.06026275164","347209.711293192","621790.084770246","185805.398637098","78181.1605413157","11773.1051290582","7199.680193678"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N3-E1-M1","1600","-0.112987061043969","-0.235775362474688","6371.11452734381","719436.16942092","164207936.893497","7948739.042392","4.67648000300549","838.087036022597","1308.62224558162","3220.16435350772","503.928736178628","495.635676050239","34557.3181179376","452833.775451786","140673.822816756","75365.8171185008","9889.60082356599","6115.83509237277"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N3-E1-M1","1600","-0.098620550775752","-0.193374496134621","6474.30432115313","759352.072889571","119611176.805691","7948739.042392","4.70725633278942","861.385414916557","1344.21971987883","3236.34217906442","517.945465768264","509.70428519227","35172.6404965199","481324.746782837","149377.065643995","76352.9681083394","10576.2115450143","6548.44031286497"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N3-E1-M1","1600","-0.106271281299739","-0.214813112841414","6419.35170632033","739169.896702262","141875250.730873","7948739.042392","4.69198629916537","850.333934687961","1325.72020832289","3227.06318729602","509.954708497779","501.58768121652","34858.6195392545","467411.195462438","144668.093133399","75768.8280136695","10172.1801243053","6290.98042919643"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N3-E1-M1","1600","-0.0540653680391843","-0.0303323180381422","6794.32915904952","912838.933040542","121187523.566732","7948739.042392","4.80012689015689","948.528147271312","1471.01520551695","3275.09385760313","551.978532371711","542.913289396264","37231.7673517617","594007.197105135","182565.607617601","78949.4429728178","12410.5647358065","7674.35325741983"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N3-E1-M1","1600","-0.112070079486034","-0.223368528867608","6377.70089634531","731115.882958845","164216401.80257","7948739.042392","5.25344636600014","839.672350832038","1309.14759390295","3221.65413485008","505.182547922303","496.790822471941","44052.6327756233","454688.466155398","140819.500713511","75455.0519298535","9949.69358951984","6150.5377949388"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N3-E1-M1","1600","-0.0974649177081323","-0.17938435585187","6482.60484339135","772522.30117124","119636582.737927","7948739.042392","5.30330958309287","863.504153547701","1345.20427759857","3238.08472180918","519.423456036508","511.084924816295","45140.1651027466","484015.556414966","149662.905504116","76461.617244149","10650.1716932123","6591.88521205047"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N3-E1-M1","1600","-0.105222272146533","-0.201545893082997","6426.88638497245","751659.572241603","141891839.109891","7948739.042392","5.27902690915007","852.218748008603","1326.52122398655","3228.68510851917","511.324157861476","502.858119687499","44598.8128691705","469725.407536488","144897.825429519","75868.0946961999","10239.3361038761","6330.09560634939"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N3-E1-M1","1600","-0.0524181054844008","-0.0124884544454504","6806.16088994342","929637.031715254","121228926.239441","7948739.042392","5.44051747285376","951.873554512773","1472.9220570187","3277.3255674702","553.881674381409","544.717519087488","48410.8461722668","598728.169694539","183151.529756352","79098.3362201398","12512.7264239467","7735.4234480087"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N3-E1-M1","1600","-0.103496840058968","0.11185769190207","6439.27958123402","1046695.69590619","164274371.240297","7948739.042392","17.3038738615072","850.041047753103","1314.12917767543","3234.64992974123","516.502299297048","506.653252905694","337558.504419787","472628.662570543","142712.381414157","76527.0312128483","10706.8011766449","6562.31511220709"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N3-E1-M1","1600","-0.0876480723509377","0.165478598672548","6553.11592989424","1097174.07343239","119816167.171157","7948739.042392","17.4779187751144","876.475367825591","1353.49492038975","3252.11908096823","531.671078077338","521.877563858213","341483.596847307","506731.650481545","152823.915760257","77620.9776804145","11470.4875522353","7043.44511063022"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N3-E1-M1","1600","-0.0958767843295646","0.139798912779906","6494.01186937167","1072999.38193022","142011839.946378","7948739.042392","17.4010533654271","864.260943013894","1333.68470059469","3242.26865501405","523.161827647233","513.23468973638","339762.33857329","490805.235758341","147644.871725183","76990.3959476372","11032.3202475371","6764.21967822898"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N3-E1-M1","1600","-0.0402073116178213","0.351971959284323","6893.86690050661","1272737.72630733","121490120.072087","7948739.042392","17.8475992752515","970.496050663383","1487.30276373963","3293.26376123355","567.792129260831","557.164596333963","350135.339970251","631826.980860616","188644.292412093","80422.2586048412","13449.2041642689","8259.65029525919"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N1-E2-M1","1600","-0.128443841146417","-0.246774278262937","6260.0936933382","709081.860682451","164175216.376627","7948739.042392","4.65273092740938","832.973681665546","1300.68382082676","3186.64412987144","472.091943835995","463.047386211056","34195.7396650849","447494.995302804","139125.7307244","73980.2913219536","8842.16923078297","5442.93443742653"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N1-E2-M1","1600","-0.102901354995468","-0.198568051350911","6443.55674943784","754462.893338147","115722317.020621","7948739.042392","4.68261444145228","857.786562635468","1338.92458262923","3294.27390713931","478.445454491126","469.443628101254","34785.0718631873","477317.202486224","148389.246687256","79184.9374459267","9149.42915756222","5637.00569799073"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N1-E2-M1","1600","-0.11690307830213","-0.223754114476478","6342.98709723872","730752.895141116","139894875.80067","7948739.042392","4.66726865460228","845.617085616681","1318.37010776435","3234.01744879233","474.686931212737","465.628255198018","34473.986510077","462375.275343029","143222.140319828","76202.3380296988","8961.69568368244","5517.45925480097"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N1-E2-M1","1600","-0.0180336811293346","-0.0183692441443373","7053.13260354745","924100.89403218","117619808.244431","7948739.042392","4.77343761764817","949.651014366391","1473.70362426326","3646.69928150027","493.739987692469","484.56525810741","36753.561749003","591916.16695702","182545.086031115","96801.8081528498","9950.13256811323","6134.13857407999"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N1-E2-M1","1600","-0.127862080123294","-0.235217008769924","6264.27228639258","719961.800015397","164182734.868975","7948739.042392","5.21051262381409","834.38541510122","1301.04868990345","3187.44099604635","472.679850460581","463.50682225716","43287.4087305448","449094.053952097","139226.103729187","74027.662142283","8870.03573231031","5456.53572897545"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N1-E2-M1","1600","-0.102006150621349","-0.185436590823277","6449.98670027892","766824.766008851","115746422.588346","7948739.042392","5.25933145678207","859.726858309224","1339.70828911552","3296.17197654772","479.127142201621","469.993102648048","44338.8073654962","479730.709106654","148615.162899535","79302.9951614975","9183.03890598928","5654.05256967924"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N1-E2-M1","1600","-0.116139094788204","-0.211357184794895","6348.47453293493","742423.285187136","139910272.551604","7948739.042392","5.23482614427096","847.318005471361","1318.98605135898","3235.48022370527","475.322376861592","466.133049393456","43799.2466536976","464409.152354057","143397.659719827","76292.0301005621","8992.42773266345","5532.76862632937"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N1-E2-M1","1600","-0.0164658041438452","-0.0013108427071864","7064.39413469388","940159.5636743","117661351.301063","7948739.042392","5.39447221455206","952.841304953349","1475.36184215584","3650.90292497884","494.605031596963","485.288558794335","47500.6957047368","596371.878907288","183054.91771721","97077.8344672239","9995.8705367564","6158.36634108551"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N1-E2-M1","1600","-0.121780922369979","0.0928481347995751","6307.9511898264","1028800.22084208","164235186.229392","7948739.042392","17.0973714794804","843.802365504547","1304.87617192529","3195.25121983314","478.947801176397","467.976259907553","333227.070752647","465264.501750613","140691.57769217","74677.9051476877","9294.36047830502","5644.80502066152"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N1-E2-M1","1600","-0.0938339283113543","0.152838673608295","6508.68501457991","1085274.92909253","115920103.587542","7948739.042392","17.2765029210597","871.713500205724","1346.67956188667","3312.36396801939","485.801987336929","474.849494210143","337273.55274045","500566.103442211","151284.60553116","80656.6560807442","9635.13153488473","5858.87976307735"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N1-E2-M1","1600","-0.108683219822063","0.123168084346932","6402.02756606965","1057343.22677032","140024598.949453","7948739.042392","17.1963049016727","858.360972948137","1324.88776756974","3248.9514297721","481.81575979955","470.81533107846","335477.128230516","483602.367935369","145674.421506019","77426.6286887251","9432.3877798494","5730.29262983687"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N1-E2-M1","1600","-0.00414402661490409","0.358223703058459","7152.89730344103","1278623.07777628","117926706.553291","7948739.042392","17.6584273642448","970.567025324828","1488.27128757138","3683.51577939887","502.031545943152","490.853237838554","346201.587442709","627697.956542224","188011.380749291","99816.7060683848","10500.9395635332","6394.50741013577"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N2-E2-M1","1600","-0.121025258055951","-0.241541809475598","6313.37887151791","714007.673219937","164191061.536263","7948739.042392","4.6641986116301","835.44053411146","1304.5081435976","3202.7482880468","487.35682569457","478.660881455848","34368.6122088717","450040.587306464","139862.909562762","74637.3569109946","9337.41481066434","5760.7924201803"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N2-E2-M1","1600","-0.0922273971596919","-0.189534893310256","6520.22418555416","762966.65034811","115764800.765162","7948739.042392","4.69756451728288","861.533713721146","1344.76079009153","3318.57204121228","499.648211504177","491.011864507746","35034.6273505094","481814.682915431","149699.473633992","80340.9934315445","9937.60599501048","6139.26702162326"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N2-E2-M1","1600","-0.108086622728653","-0.216784104651278","6406.31272160894","737314.417661125","139923025.329792","7948739.042392","4.68042016465574","848.717757185905","1323.15526341631","3253.76663856104","492.369056869876","483.623585411156","34682.7337376541","465853.911992841","144227.845345866","77073.1708263948","9570.94736495855","5905.80839341071"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N2-E2-M1","1600","0","0","7182.66244779055","941393.582586626","117701982.383198","7948739.042392","4.7974828183345","956.379508302243","1484.12834503579","3689.1347158248","528.713122849008","519.509272960374","37215.4086615129","601210.810835697","185273.491469388","99139.8270262884","11470.1159885826","7083.92860515814"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N2-E2-M1","1600","-0.12028298806917","-0.229575212918114","6318.71034627808","725272.950424556","164199038.1555","7948739.042392","5.2313506755544","836.936218503412","1304.95005847984","3203.8768807295","488.26298249574","479.452855394031","43656.4301356351","451762.224957513","139984.840098423","74704.5681282656","9380.51641241631","5784.37069230274"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N2-E2-M1","1600","-0.0911252039688085","-0.175851661504047","6528.14086719653","775847.956959521","115790140.475114","7948739.042392","5.2854711994714","863.587561985865","1345.65116424466","3320.91400520142","500.727203667025","491.975460898087","44834.3587565597","484407.656829646","149957.578344644","80487.5341897518","9991.36003904289","6169.46879987577"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S2-N2-E2-M1","1600","-0.107137585162654","-0.203903834475667","6413.12933809579","749439.821346427","139939247.404515","7948739.042392","5.25826975784288","850.518636266221","1323.86495482897","3255.62281280142","493.36283071501","484.50183372633","44228.8131049616","468040.618836557","144430.938749591","77187.4158831028","9619.36887395982","5932.66589825534"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S2-N2-E2-M1","1600","0.00185447118595627","0.0178809005046814","7195.98248833843","958226.547572603","117745264.175805","7948739.042392","5.43386694007564","959.727890366692","1485.93786808035","3693.96139070905","530.123177163121","520.798295079139","48329.8525061572","605933.111753418","185831.590382793","99458.6000578491","11545.7740917291","7127.61878065697"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S3-N2-E2-M1","1600","-0.112990572134094","0.10200292750071","6371.08930836862","1037418.48394084","164254183.478014","7948739.042392","17.1990758270637","846.817092144656","1309.3393069055","3214.20757287012","496.983893605234","486.542367016044","335360.680774943","468793.107630428","141658.034952106","75559.4677830573","9966.14539633237","6081.04740397717"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S3-N2-E2-M1","1600","-0.0815543851330923","0.16645781853733","6596.88482824244","1098095.90472904","115970206.134318","7948739.042392","17.3907718878437","876.144426876946","1353.30518229796","3340.08639759996","510.175187606585","499.782861973153","339691.793586958","506315.268986516","152881.199419563","82084.2644110012","10626.5342345074","6496.84409049303"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S3-N2-E2-M1","1600","-0.0983625768365234","0.13443711773038","6476.15726087894","1067951.82247945","140058099.904169","7948739.042392","17.3045100167792","862.088099312527","1330.40302654591","3271.89179735535","502.485572162981","491.984255485394","337755.852009937","488221.102532958","146945.170957043","78550.4264720639","10232.8483085201","6246.4221989266"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S3-N2-E2-M1","1600","0.0158638241272","0.382182130990715","7296.60694162734","1301177.38808057","118018463.129731","7948739.042392","17.799376342445","978.158186804547","1499.6810484357","3730.18518533389","540.887831654174","529.895313056581","349236.206367163","638573.289167517","191093.184483845","102489.80587783","12273.1671900615","7511.73499415"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S1-N3-E2-M1","1600","-0.112987061043969","-0.235775362474688","6371.11452734381","719436.16942092","164207936.893497","7948739.042392","4.67648000300549","838.087036022597","1308.62224558162","3220.16435350772","503.928736178628","495.635676050239","34557.3181179376","452833.775451786","140673.822816756","75365.8171185008","9889.60082356599","6115.83509237277"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S1-N3-E2-M1","1600","-0.0807008049535936","-0.179676826100377","6603.0158065439","772246.971556198","115809840.753171","7948739.042392","4.7135847057888","865.534065869898","1351.00940159547","3344.70881407326","522.623773277884","514.426167021602","35306.7453810484","486698.123420741","151125.937221548","81607.9183945021","10811.0399385315","6697.2071998281"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W3-S1-N3-E2-M1","1600","-0.0985372732605649","-0.209133923004347","6474.90247543421","744516.249569169","139952932.475452","7948739.042392","4.69451145753286","852.036866372355","1328.29348435941","3275.09228761151","511.578363088912","503.206962544496","34910.5590765244","469651.761255576","145329.079530843","78034.8632279944","10250.2041987092","6339.78227952157"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W4-S1-N3-E2-M1","1600","0.0192902591835229","0.0196460181920908","7321.21786803618","959888.21803604","117787692.31513","7948739.042392","4.82307382356392","963.464188867979","1495.14698788395","3734.25146002375","566.32751806337","557.204639373566","37712.8632473456","611083.242048426","188180.396734878","101653.910979162","13131.549781877","8126.25524435199"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W1-S2-N3-E2-M1","1600","-0.112070079486034","-0.223368528867608","6377.70089634531","731115.882958845","164216401.80257","7948739.042392","5.25344636600014","839.672350832038","1309.14759390295","3221.65413485008","505.182547922303","496.790822471941","44052.6327756233","454688.466155398","140819.500713511","75455.0519298535","9949.69358951984","6150.5377949388"
"W4-S3-N3-E2-M4","W1-S1-N1-E2-M1","W2-S1-N1-E2-M1","W2-S2-N3-E2-M1","1600","-0.0793737929081336","-0.165401564063616","6612.54728613059","785685.611627347","115836487.620541","7948739.042392","5.31321726085431","867.708602158109","1352.01471074451","3347.53220708128","524.136593727877","515.841955157964","45366.7785027298","489484.438722439","151419.221894499","81785.8764969127","10887.2321682946","6742.06384247314"
